
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2012-09-01 00:00:00
End date: 2020-10-01 00:00:00
Events found: 3446

Data on or after 2017/10/01 have not been reviewed by the ISC.

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
603680234,NIED     ,2012-09-25,06:48:00   , 37.6000, 141.8000, 50.0,        ,NIED     ,14,1.510, 3.4,  ,      ,      ,      ,      ,      ,      ,  7.00,24.00,  99.00,177.00,67.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601739654,NIED     ,2012-09-25,14:21:00   , 36.2000, 142.3000, 20.0,        ,NIED     ,15,9.780, 4.6,  ,      ,      ,      ,      ,      ,      ,172.00,86.00, -71.00,273.00,20.00,-168.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601864161,JMA      ,2012-09-25,16:04:01.60, 35.8300, 139.3700, 54.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 40.00,36.00,  31.00,284.00,72.00, 122.00,  ,      ,52.00,231.00,      ,21.00,350.00,      ,30.00, 93.00
606036147,JMA      ,2012-09-26,00:08:24.40, 36.6200, 140.6100, 10.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,104.00,55.00,-135.00,344.00,55.00, -45.00,  ,      , 0.00, 44.00,      ,55.00,314.00,      ,35.00,134.00
601740408,NIED     ,2012-09-26,02:49:00   , 36.2000, 142.3000, 17.0,        ,NIED     ,15,2.360, 4.2,  ,      ,      ,      ,      ,      ,      ,122.00,27.00,  -5.00,217.00,88.00,-117.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601864209,NIED     ,2012-09-26,14:14:00   , 37.1000, 142.5000, 11.0,        ,NIED     ,14,1.530, 3.4,  ,      ,      ,      ,      ,      ,      ,222.00,51.00, -58.00,357.00,49.00,-124.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601751834,NIED     ,2012-09-27,17:38:00   , 38.4000, 142.2000, 32.0,        ,NIED     ,15,5.360, 4.4,  ,      ,      ,      ,      ,      ,      ,193.00,81.00, -74.00,311.00,18.00,-150.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601864332,NIED     ,2012-09-28,05:27:00   , 38.3000, 141.8000, 38.0,        ,NIED     ,14,2.330, 3.5,  ,      ,      ,      ,      ,      ,      ,130.00,36.00,  -1.00,221.00,89.00,-126.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601864333,NIED     ,2012-09-28,05:46:00   , 36.8000, 140.7000,  5.0,        ,NIED     ,14,2.030, 3.5,  ,      ,      ,      ,      ,      ,      ,191.00,51.00, -48.00,316.00,54.00,-130.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601864333,JMA      ,2012-09-28,05:46:50.40, 36.8500, 140.6400,  9.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,215.00,80.00, -83.00,359.00,12.00,-125.00,  ,      ,35.00,299.00,      ,54.00,133.00,      , 7.00, 34.00
601768532,NIED     ,2012-09-29,07:34:00   , 35.6000, 141.1000, 41.0,        ,NIED     ,15,2.650, 4.2,  ,      ,      ,      ,      ,      ,      ,  7.00,74.00,  92.00,179.00,16.00,  83.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601768532,JMA      ,2012-09-29,07:34:43.30, 35.5600, 141.0400, 36.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 63.00,72.00,  82.00,269.00,19.00, 114.00,  ,      ,62.00,321.00,      ,27.00,160.00,      , 8.00, 66.00
601768539,NIED     ,2012-09-29,17:37:00   , 35.0000, 139.9000, 62.0,        ,NIED     ,15,2.060, 4.1,  ,      ,      ,      ,      ,      ,      ,106.00,50.00, 157.00,211.00,73.00,  42.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601768539,JMA      ,2012-09-29,17:37:40.40, 34.9900, 139.9600, 71.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,106.00,45.00, 170.00,203.00,83.00,  46.00,  ,      ,36.00, 75.00,      ,25.00,326.00,      ,44.00,209.00
606037721,NIED     ,2012-09-29,21:41:00   , 38.2000, 142.0000, 44.0,        ,NIED     ,14,2.460, 3.5,  ,      ,      ,      ,      ,      ,      , 34.00,85.00, 170.00,125.00,80.00,   5.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601768543,NIED     ,2012-09-30,01:39:00   , 39.0000, 142.4000, 32.0,        ,NIED     ,15,1.590, 4.1,  ,      ,      ,      ,      ,      ,      ,104.00,40.00, -33.00,220.00,70.00,-125.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601857522,NIED     ,2012-09-30,05:41:00   , 36.8000, 140.6000,  8.0,        ,NIED     ,14,2.500, 3.5,  ,      ,      ,      ,      ,      ,      ,  2.00,40.00, -85.00,176.00,50.00, -94.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601857522,JMA      ,2012-09-30,05:41:53.10, 36.7800, 140.5600,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 14.00,67.00, -83.00,177.00,24.00,-106.00,  ,      ,22.00, 99.00,      ,67.00,297.00,      , 6.00,192.00
603682367,NIED     ,2012-09-30,07:06:00   , 35.7000, 140.8000, 11.0,        ,NIED     ,14,3.020, 3.6,  ,      ,      ,      ,      ,      ,      , 38.00,46.00, -65.00,184.00,50.00,-113.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601769292,NIED     ,2012-09-30,13:39:00   , 37.0000, 140.6000,  8.0,        ,NIED     ,14,3.430, 3.6,  ,      ,      ,      ,      ,      ,      , 81.00,47.00,-171.00,345.00,83.00, -43.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601769292,JMA      ,2012-09-30,13:39:00.10, 37.0200, 140.6100,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,139.00,18.00,-109.00,339.00,73.00, -84.00,  ,      ,28.00, 64.00,      ,61.00,257.00,      , 6.00,157.00
601769301,NIED     ,2012-09-30,22:39:00   , 38.4000, 141.9000, 14.0,        ,NIED     ,15,1.580, 4.1,  ,      ,      ,      ,      ,      ,      ,191.00,67.00, -16.00,287.00,76.00,-156.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601769313,NIED     ,2012-10-01,05:17:00   , 36.0000, 141.5000, 32.0,        ,NIED     ,16,1.070, 4.6,  ,      ,      ,      ,      ,      ,      , 69.00,62.00,-131.00,311.00,48.00, -39.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601776126,NIED     ,2012-10-01,16:12:00   , 37.8000, 140.0000,  5.0,        ,NIED     ,15,1.200, 4.0,  ,      ,      ,      ,      ,      ,      ,  2.00,33.00, 101.00,170.00,58.00,  83.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601776126,JMA      ,2012-10-01,16:12:21.00, 37.8100, 140.0300,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,41.00,  95.00,183.00,49.00,  85.00,  ,      ,85.00, 51.00,      , 4.00,276.00,      , 4.00,186.00
606038685,NIED     ,2012-10-01,18:40:00   , 36.9000, 141.5000,  5.0,        ,NIED     ,16,9.300, 5.2,  ,      ,      ,      ,      ,      ,      , 32.00,45.00, -74.00,190.00,47.00,-105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606038685,JMA      ,2012-10-01,18:40:49.60, 36.9200, 141.4000, 30.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,189.00,81.00,  97.00,329.00,11.00,  50.00,  ,      ,53.00,108.00,      ,36.00,273.00,      , 7.00,  8.00
606038685,GCMT     ,2012-10-01,18:40:53.60, 36.9500, 141.3500, 12.0,TRUE    ,GCMT     ,17,0.967, 5.3,17,-0.909, 0.071, 0.830, 0.165, 0.373,-0.066, 11.00,46.00,-106.00,213.00,46.00, -74.00,17, 0.989, 0.00,292.00,-0.945,78.00,202.00,-0.044,12.00, 22.00
606038744,NIED     ,2012-10-01,20:20:00   , 36.9000, 141.4000,  5.0,        ,NIED     ,15,3.630, 4.3,  ,      ,      ,      ,      ,      ,      ,  4.00,43.00,-112.00,212.00,51.00, -71.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601874825,NIED     ,2012-10-01,20:48:00   , 36.9000, 141.4000,  5.0,        ,NIED     ,14,9.170, 3.9,  ,      ,      ,      ,      ,      ,      ,  8.00,45.00,-112.00,218.00,49.00, -69.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601776136,NIED     ,2012-10-01,21:27:00   , 36.4000, 141.0000, 47.0,        ,NIED     ,15,2.450, 4.2,  ,      ,      ,      ,      ,      ,      ,237.00,50.00, 146.00,351.00,65.00,  46.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601776150,NIED     ,2012-10-02,01:10:00   , 36.1000, 141.1000, 29.0,        ,NIED     ,15,3.940, 4.3,  ,      ,      ,      ,      ,      ,      , 88.00,13.00,  -2.00,180.00,90.00,-103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601996765,NIED     ,2012-10-02,05:46:00   , 36.9000, 141.4000,  5.0,        ,NIED     ,14,2.160, 3.5,  ,      ,      ,      ,      ,      ,      , 26.00,35.00,-115.00,236.00,59.00, -73.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601996773,NIED     ,2012-10-02,06:32:00   , 36.8000, 141.4000,  5.0,        ,NIED     ,14,1.400, 3.4,  ,      ,      ,      ,      ,      ,      , 38.00,44.00,-103.00,235.00,47.00, -78.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603683363,NIED     ,2012-10-02,08:29:00   , 36.3000, 141.0000, 26.0,        ,NIED     ,14,1.160, 3.3,  ,      ,      ,      ,      ,      ,      ,139.00,38.00, -11.00,238.00,83.00,-128.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606039173,NIED     ,2012-10-02,19:17:00   , 36.9000, 141.4000,  5.0,        ,NIED     ,15,1.030, 3.9,  ,      ,      ,      ,      ,      ,      ,  4.00,38.00,-100.00,196.00,53.00, -82.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606039393,ISC      ,2012-10-03,09:39:59.33, 38.0776, 141.9568, 47.3,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 40.44,29.23, 116.47,190.73,64.08,  75.99,  ,      ,67.85, 73.74,      ,17.93,291.10,      ,12.57,196.96
606039393,ISC      ,2012-10-03,09:39:59.33, 38.0776, 141.9568, 47.3,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,107.36,36.89, 128.84,242.17,62.13,  64.79,  ,      ,63.66,109.43,      ,13.59,350.22,      ,22.11,254.58
606039393,NIED     ,2012-10-03,09:39:00   , 38.1000, 141.9000, 47.0,        ,NIED     ,16,1.950, 4.8,  ,      ,      ,      ,      ,      ,      ,  4.00, 8.00,  47.00,228.00,85.00,  95.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606039393,JMA      ,2012-10-03,09:39:59.40, 38.0500, 141.9100, 51.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,111.00, 8.00,-155.00,356.00,86.00, -82.00,  ,      ,41.00, 79.00,      ,48.00,274.00,      , 8.00,176.00
606039393,GCMT     ,2012-10-03,09:40:00.90, 38.1500, 141.9100, 63.9,TRUE    ,GCMT     ,16,2.001, 4.8,16, 0.711,-0.652,-0.050,-1.380,-0.084,-1.290, 93.00,12.00, 133.00,230.00,81.00,  82.00,16, 2.116,53.00,130.00,-1.885,36.00,327.00,-0.231, 8.00,231.00
606039587,NIED     ,2012-10-03,20:02:00   , 36.8000, 141.1000, 38.0,        ,NIED     ,14,2.550, 3.5,  ,      ,      ,      ,      ,      ,      , 24.00,88.00, 121.00,117.00,31.00,   3.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997003,NIED     ,2012-10-04,04:58:00   , 36.4000, 142.6000,  8.0,        ,NIED     ,15,1.890, 4.1,  ,      ,      ,      ,      ,      ,      , 23.00,52.00,  88.00,206.00,38.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601906649,NIED     ,2012-10-04,07:13:00   , 36.5000, 142.6000,  8.0,        ,NIED     ,14,7.030, 3.8,  ,      ,      ,      ,      ,      ,      , 16.00,51.00,  79.00,213.00,41.00, 103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601833130,JMA      ,2012-10-04,22:48:10.10, 36.0900, 140.0100, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,60.00,  88.00,189.00,30.00,  93.00,  ,      ,75.00,271.00,      ,15.00, 97.00,      , 1.00,  7.00
601997157,NIED     ,2012-10-05,14:49:00   , 37.4000, 142.5000, 11.0,        ,NIED     ,14,1.950, 3.5,  ,      ,      ,      ,      ,      ,      , 44.00,38.00,-111.00,249.00,55.00, -75.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997189,JMA      ,2012-10-05,19:28:16.00, 35.6400, 140.0600, 70.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,67.00, 106.00,149.00,27.00,  56.00,  ,      ,64.00,303.00,      ,21.00, 84.00,      ,15.00,180.00
601997238,JMA      ,2012-10-06,04:22:52.40, 35.7600, 140.1000, 43.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 45.00,63.00,-134.00,290.00,50.00, -36.00,  ,      , 8.00,165.00,      ,51.00,264.00,      ,38.00, 69.00
601874130,NIED     ,2012-10-06,11:43:00   , 35.4000, 141.2000,  5.0,        ,NIED     ,15,1.610, 4.1,  ,      ,      ,      ,      ,      ,      ,182.00,84.00, -31.00,276.00,59.00,-173.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601794907,NIED     ,2012-10-06,23:43:00   , 36.8000, 140.8000,  8.0,        ,NIED     ,14,8.130, 3.9,  ,      ,      ,      ,      ,      ,      ,182.00,62.00, -78.00,338.00,30.00,-112.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601794907,JMA      ,2012-10-06,23:43:07.40, 36.7700, 140.7900, 16.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,187.00,51.00, -85.00,359.00,39.00, -96.00,  ,      , 6.00,273.00,      ,83.00,127.00,      , 4.00,  3.00
603685747,NIED     ,2012-10-07,10:11:00   , 38.5000, 142.2000, 59.0,        ,NIED     ,14,2.430, 3.5,  ,      ,      ,      ,      ,      ,      ,237.00,71.00, 122.00,354.00,37.00,  32.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606041326,NIED     ,2012-10-07,11:00:00   , 36.8000, 140.6000,  5.0,        ,NIED     ,14,5.020, 3.7,  ,      ,      ,      ,      ,      ,      ,154.00,54.00, -81.00,319.00,37.00,-102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606041326,JMA      ,2012-10-07,11:00:55.30, 36.7700, 140.5800,  7.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,141.00,49.00, -81.00,308.00,41.00,-100.00,  ,      , 4.00,225.00,      ,82.00,105.00,      , 7.00,315.00
606041382,JMA      ,2012-10-07,12:22:23.80, 36.8700, 140.5600,  6.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,203.00,84.00, -82.00,326.00,10.00,-146.00,  ,      ,39.00,285.00,      ,50.00,122.00,      , 8.00, 22.00
601997374,NIED     ,2012-10-07,13:16:00   , 36.8000, 141.1000, 11.0,        ,NIED     ,14,3.130, 3.6,  ,      ,      ,      ,      ,      ,      , 54.00,42.00, -58.00,194.00,55.00,-116.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601836636,NIED     ,2012-10-07,16:50:00   , 36.5000, 141.6000, 32.0,        ,NIED     ,15,2.080, 4.1,  ,      ,      ,      ,      ,      ,      , 16.00,67.00, -75.00,162.00,27.00,-121.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601874135,NIED     ,2012-10-07,17:32:00   , 37.5000, 141.4000, 53.0,        ,NIED     ,15,1.690, 4.1,  ,      ,      ,      ,      ,      ,      , 19.00,65.00,  87.00,206.00,25.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997402,NIED     ,2012-10-07,18:33:00   , 37.6000, 141.9000, 20.0,        ,NIED     ,14,2.030, 3.5,  ,      ,      ,      ,      ,      ,      , 72.00,41.00, -31.00,187.00,70.00,-126.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606041632,JMA      ,2012-10-08,00:21:36.30, 36.8700, 140.5700,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  1.00,45.00, -94.00,187.00,45.00, -86.00,  ,      , 0.00, 94.00,      ,87.00,184.00,      , 3.00,  4.00
601997495,NIED     ,2012-10-08,10:49:00   , 38.9000, 142.0000, 47.0,        ,NIED     ,14,7.610, 3.9,  ,      ,      ,      ,      ,      ,      , 20.00,75.00,  91.00,195.00,15.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601795691,NIED     ,2012-10-08,11:03:00   , 36.1000, 140.1000, 65.0,        ,NIED     ,15,2.510, 4.2,  ,      ,      ,      ,      ,      ,      , 31.00,64.00, 101.00,187.00,28.00,  68.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601795691,JMA      ,2012-10-08,11:03:59.70, 36.1100, 140.1000, 62.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 45.00,80.00,  90.00,225.00,10.00,  90.00,  ,      ,55.00,315.00,      ,35.00,135.00,      , 0.00, 45.00
601997571,NIED     ,2012-10-08,20:55:00   , 35.8000, 140.1000, 41.0,        ,NIED     ,14,8.620, 3.9,  ,      ,      ,      ,      ,      ,      , 21.00,68.00,-134.00,269.00,48.00, -31.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997571,JMA      ,2012-10-08,20:55:44.70, 35.7700, 140.1100, 43.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 21.00,85.00,-138.00,286.00,49.00,  -7.00,  ,      ,24.00,146.00,      ,32.00,252.00,      ,48.00, 26.00
606042108,JMA      ,2012-10-08,22:47:38.60, 35.6900, 140.0600, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,204.00,25.00, 115.00,358.00,67.00,  79.00,  ,      ,66.00,248.00,      ,21.00, 96.00,      ,10.00,  2.00
601997639,NIED     ,2012-10-09,09:24:00   , 38.0000, 141.9000, 38.0,        ,NIED     ,14,2.680, 3.6,  ,      ,      ,      ,      ,      ,      ,164.00, 9.00, 136.00,298.00,83.00,  83.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997647,NIED     ,2012-10-09,10:17:00   , 37.1000, 141.3000, 26.0,        ,NIED     ,14,2.790, 3.6,  ,      ,      ,      ,      ,      ,      ,151.00,63.00, -77.00,304.00,30.00,-114.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997682,NIED     ,2012-10-09,17:54:00   , 38.2000, 142.4000, 20.0,        ,NIED     ,14,4.560, 3.7,  ,      ,      ,      ,      ,      ,      ,144.00,33.00, -89.00,323.00,57.00, -91.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603687260,NIED     ,2012-10-10,12:24:00   , 38.4000, 142.2000, 35.0,        ,NIED     ,14,2.640, 3.5,  ,      ,      ,      ,      ,      ,      ,169.00,40.00, -69.00,323.00,53.00,-106.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997770,NIED     ,2012-10-10,14:40:00   , 38.2000, 141.7000, 56.0,        ,NIED     ,14,3.570, 3.6,  ,      ,      ,      ,      ,      ,      , 32.00,64.00,  73.00,248.00,31.00, 121.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601839068,NIED     ,2012-10-10,16:55:00   , 37.2000, 141.9000, 32.0,        ,NIED     ,14,7.770, 3.9,  ,      ,      ,      ,      ,      ,      ,156.00,27.00, -48.00,290.00,70.00,-109.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997797,NIED     ,2012-10-10,18:51:00   , 37.9000, 142.4000, 20.0,        ,NIED     ,14,2.320, 3.5,  ,      ,      ,      ,      ,      ,      ,114.00,23.00, 177.00,207.00,89.00,  67.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601997804,NIED     ,2012-10-10,21:39:00   , 36.8000, 141.6000,  8.0,        ,NIED     ,14,2.490, 3.5,  ,      ,      ,      ,      ,      ,      , 25.00,61.00, -91.00,208.00,29.00, -88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601874144,NIED     ,2012-10-11,07:06:00   , 36.2000, 140.1000, 68.0,        ,NIED     ,15,2.730, 4.2,  ,      ,      ,      ,      ,      ,      ,  3.00,63.00,  82.00,199.00,28.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601874144,JMA      ,2012-10-11,07:06:14.20, 36.1300, 140.0800, 64.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,65.00,  81.00,207.00,27.00, 109.00,  ,      ,69.00,257.00,      ,19.00,103.00,      , 9.00, 10.00
606043397,NIED     ,2012-10-11,20:07:00   , 38.2000, 142.2000, 38.0,        ,NIED     ,14,3.950, 3.7,  ,      ,      ,      ,      ,      ,      ,  1.00,48.00,  54.00,228.00,53.00, 123.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601828945,ISC      ,2012-10-12,04:57:20.68, 35.8147, 140.6342, 35.4,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 68.22,76.47, 124.81,176.82,37.04,  22.86,  ,      ,46.88, 14.42,      ,23.51,132.10,      ,33.71,238.98
601828945,NIED     ,2012-10-12,04:57:00   , 35.9000, 140.6000, 38.0,        ,NIED     ,16,9.460, 5.3,  ,      ,      ,      ,      ,      ,      , 35.00,79.00,  68.00,279.00,24.00, 151.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601828945,JMA      ,2012-10-12,04:57:19.50, 35.8500, 140.5500, 37.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 65.00,60.00,  97.00,231.00,31.00,  78.00,  ,      ,74.00,354.00,      ,15.00,150.00,      , 6.00,242.00
601828945,GCMT     ,2012-10-12,04:57:21.80, 35.8400, 140.6300, 34.0,TRUE    ,GCMT     ,17,1.500, 5.4,17, 1.100,-0.816,-0.280, 0.685,-0.506, 0.739, 48.00,66.00,  81.00,249.00,25.00, 109.00,17, 1.509,68.00,302.00,-1.491,21.00,145.00,-0.018, 8.00, 52.00
606043933,NIED     ,2012-10-12,13:30:00   , 36.3000, 141.0000, 47.0,        ,NIED     ,14,9.220, 3.9,  ,      ,      ,      ,      ,      ,      ,156.00,85.00, -64.00,255.00,26.00,-169.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606043974,NIED     ,2012-10-12,14:35:00   , 35.9000, 140.7000, 38.0,        ,NIED     ,14,6.800, 3.8,  ,      ,      ,      ,      ,      ,      , 40.00,64.00,  87.00,227.00,26.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601874150,NIED     ,2012-10-13,00:54:00   , 37.6000, 142.0000, 11.0,        ,NIED     ,14,4.460, 3.7,  ,      ,      ,      ,      ,      ,      , 28.00,53.00, -69.00,174.00,42.00,-116.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606044471,NIED     ,2012-10-13,11:12:00   , 37.2000, 142.3000, 35.0,        ,NIED     ,14,3.620, 3.6,  ,      ,      ,      ,      ,      ,      ,196.00,17.00, 125.00,339.00,76.00,  80.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601998125,NIED     ,2012-10-13,14:02:00   , 35.9000, 140.6000, 50.0,        ,NIED     ,14,6.030, 3.8,  ,      ,      ,      ,      ,      ,      ,197.00,88.00, -67.00,292.00,23.00,-174.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601998125,JMA      ,2012-10-13,14:02:19.30, 35.8500, 140.5400, 38.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 25.00,71.00,  79.00,234.00,22.00, 118.00,  ,      ,63.00,278.00,      ,25.00,123.00,      ,10.00, 28.00
601834048,NIED     ,2012-10-14,04:37:00   , 36.8000, 140.8000, 11.0,        ,NIED     ,14,1.990, 3.5,  ,      ,      ,      ,      ,      ,      ,199.00,55.00, -59.00,333.00,45.00,-126.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601834048,JMA      ,2012-10-14,04:37:12.00, 36.7600, 140.7900, 17.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,179.00,51.00, -83.00,348.00,39.00, -98.00,  ,      , 6.00,264.00,      ,82.00,124.00,      , 5.00,355.00
601998260,NIED     ,2012-10-14,21:23:00   , 38.7000, 142.3000, 44.0,        ,NIED     ,14,8.510, 3.9,  ,      ,      ,      ,      ,      ,      , 47.00,84.00, 108.00,155.00,19.00,  19.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606045708,NIED     ,2012-10-15,16:48:00   , 37.6000, 142.7000, 11.0,        ,NIED     ,15,1.040, 3.9,  ,      ,      ,      ,      ,      ,      , 50.00,77.00,-102.00,274.00,18.00, -47.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606045816,NIED     ,2012-10-15,21:47:00   , 36.7000, 141.9000, 23.0,        ,NIED     ,15,5.350, 4.4,  ,      ,      ,      ,      ,      ,      , 62.00,65.00, -63.00,192.00,36.00,-134.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
601998418,NIED     ,2012-10-16,01:49:00   , 35.6000, 141.0000, 29.0,        ,NIED     ,15,1.010, 3.9,  ,      ,      ,      ,      ,      ,      ,176.00,69.00, -65.00,304.00,32.00,-138.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
606046005,JMA      ,2012-10-16,11:43:53.50, 36.7400, 140.6100,  7.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 16.00, 5.00,-131.00,237.00,86.00, -87.00,  ,      ,41.00,324.00,      ,49.00,151.00,      , 3.00, 57.00
