
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2000-09-01 00:00:00
End date: 2010-10-01 00:00:00
Events found: 2907

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
  7059925,JMA      ,2003-08-12,00:27:58.70, 38.4900, 141.1800, 12.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 93.00,45.00,  49.00,324.00,58.00, 124.00,  ,      ,61.00,288.00,      , 7.00, 31.00,      ,28.00,125.00
  7059925,NIED     ,2003-08-12,00:28:00   , 38.5000, 141.2000,  5.0,        ,NIED     ,15,1.770, 4.1,  ,      ,      ,      ,      ,      ,      ,113.00,63.00,  58.00,347.00,41.00, 136.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7060015,JMA      ,2003-08-12,04:54:43.70, 38.4700, 141.1700, 13.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,190.00,57.00, 143.00,303.00,60.00,  39.00,  ,      ,48.00,158.00,      , 2.00, 66.00,      ,42.00,334.00
  7060015,NIED     ,2003-08-12,04:54:00   , 38.5000, 141.2000,  8.0,        ,NIED     ,13,9.980, 3.3,  ,      ,      ,      ,      ,      ,      ,  8.00,57.00, 104.00,164.00,35.00,  70.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7060067,NIED     ,2003-08-12,07:10:00   , 36.9000, 141.4000, 32.0,        ,NIED     ,13,8.180, 3.2,  ,      ,      ,      ,      ,      ,      ,128.00,51.00, -10.00,224.00,82.00,-140.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7060743,NIED     ,2003-08-13,07:45:00   , 36.8000, 142.4000, 11.0,        ,NIED     ,14,5.350, 3.8,  ,      ,      ,      ,      ,      ,      , 41.00,51.00, -75.00,198.00,41.00,-108.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7060892,JMA      ,2003-08-13,12:30:51.30, 37.4000, 141.1100, 27.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 72.00,79.00,  87.00,269.00,11.00, 106.00,  ,      ,56.00,338.00,      ,34.00,165.00,      , 3.00, 73.00
  7060892,NIED     ,2003-08-13,12:30:00   , 37.4000, 141.1000, 17.0,        ,NIED     ,14,1.200, 3.3,  ,      ,      ,      ,      ,      ,      , 73.00,87.00,  94.00,200.00, 5.00,  38.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7061061,JMA      ,2003-08-13,18:03:02.80, 35.4400, 139.0700, 16.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,191.00,72.00, -47.00,299.00,46.00,-155.00,  ,      ,16.00,251.00,      ,45.00,145.00,      ,41.00,355.00
  7061963,JMA      ,2003-08-15,00:46:38.90, 38.4100, 141.1700, 12.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 20.00,81.00,  61.00,274.00,30.00, 162.00,  ,      ,46.00,260.00,      ,30.00,133.00,      ,29.00, 25.00
  7062253,NIED     ,2003-08-15,10:44:00   , 35.9000, 140.1000, 56.0,        ,NIED     ,14,7.250, 3.8,  ,      ,      ,      ,      ,      ,      , 60.00,73.00,  58.00,306.00,35.00, 151.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7062253,JMA      ,2003-08-15,10:44:21.60, 35.8900, 140.0700, 57.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 93.00,50.00,  62.00,312.00,48.00, 119.00,  ,      ,69.00,295.00,      , 1.00,202.00,      ,21.00,112.00
  7062406,JMA      ,2003-08-15,15:05:49.00, 38.8500, 141.6300, 71.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,70.00,-104.00,227.00,24.00, -55.00,  ,      ,24.00,111.00,      ,62.00,258.00,      ,14.00, 15.00
  7064381,NIED     ,2003-08-18,09:59:00   , 35.8000, 140.1000, 71.0,        ,NIED     ,16,1.920, 4.8,  ,      ,      ,      ,      ,      ,      ,176.00,22.00,  93.00,353.00,68.00,  89.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7064381,JMA      ,2003-08-18,09:59:40.10, 35.8000, 140.1100, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,186.00,25.00,  97.00,359.00,65.00,  87.00,  ,      ,70.00,262.00,      ,20.00, 91.00,      , 3.00,360.00
  7064381,GCMT     ,2003-08-18,09:59:43.10, 35.9200, 140.2900, 60.6,TRUE    ,GCMT     ,16,3.601, 5.0,16, 3.700,-1.250,-2.450,-0.442, 0.649, 1.560,155.00,32.00,  86.00,340.00,58.00,  92.00,16, 4.088,77.00,257.00,-3.114,13.00, 68.00,-0.974, 2.00,158.00
  7065941,NIED     ,2003-08-20,15:08:00   , 36.2000, 140.9000, 32.0,        ,NIED     ,15,1.770, 4.1,  ,      ,      ,      ,      ,      ,      ,198.00,36.00, 111.00,353.00,57.00,  76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7066046,NIED     ,2003-08-20,18:34:00   , 38.9000, 141.7000, 74.0,        ,NIED     ,14,7.270, 3.8,  ,      ,      ,      ,      ,      ,      ,  3.00,38.00,  89.00,185.00,52.00,  91.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7066046,JMA      ,2003-08-20,18:34:28.70, 38.9400, 141.6600, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 93.00,20.00, 175.00,187.00,88.00,  70.00,  ,      ,43.00, 78.00,      ,40.00,296.00,      ,20.00,188.00
  7066346,JMA      ,2003-08-21,04:07:44.90, 37.0500, 139.3500,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 26.00,49.00, 100.00,191.00,42.00,  79.00,  ,      ,82.00,356.00,      , 3.00,109.00,      , 7.00,199.00
  7066346,NIED     ,2003-08-21,04:07:00   , 37.1000, 139.4000, 11.0,        ,NIED     ,14,2.060, 3.5,  ,      ,      ,      ,      ,      ,      , 44.00,50.00, 114.00,190.00,46.00,  64.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7067866,NIED     ,2003-08-22,11:44:00   , 36.1000, 141.2000, 23.0,        ,NIED     ,14,6.150, 3.8,  ,      ,      ,      ,      ,      ,      , 54.00,88.00, -73.00,151.00,17.00,-173.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7067930,NIED     ,2003-08-22,13:44:00   , 39.0000, 141.7000, 74.0,        ,NIED     ,15,3.880, 4.3,  ,      ,      ,      ,      ,      ,      ,137.00,59.00, 114.00,277.00,39.00,  56.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7068000,JMA      ,2003-08-22,15:54:30.70, 38.4600, 141.1900, 13.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 65.00,41.00, 153.00,176.00,73.00,  52.00,  ,      ,48.00, 46.00,      ,19.00,293.00,      ,36.00,189.00
  7068003,JMA      ,2003-08-22,16:05:55.20, 38.4500, 141.1700, 13.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 16.00,33.00,  99.00,185.00,57.00,  84.00,  ,      ,77.00, 76.00,      ,12.00,279.00,      , 5.00,188.00
  7068003,NIED     ,2003-08-22,16:05:00   , 38.4000, 141.2000,  8.0,        ,NIED     ,14,1.320, 3.3,  ,      ,      ,      ,      ,      ,      , 43.00,45.00, 133.00,170.00,59.00,  56.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7069272,NIED     ,2003-08-24,08:30:00   , 37.5000, 141.5000, 53.0,        ,NIED     ,14,2.160, 3.5,  ,      ,      ,      ,      ,      ,      , 24.00,66.00,  84.00,218.00,25.00, 102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7069296,NIED     ,2003-08-24,09:14:00   , 35.9000, 140.2000, 41.0,        ,NIED     ,14,1.940, 3.5,  ,      ,      ,      ,      ,      ,      , 84.00,70.00,   2.00,354.00,89.00, 160.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7069296,JMA      ,2003-08-24,09:14:34.60, 35.9500, 140.2500, 49.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 83.00,88.00,  12.00,352.00,78.00, 178.00,  ,      ,10.00,308.00,      , 7.00,217.00,      ,78.00, 92.00
  7069705,JMA      ,2003-08-24,21:41:05.50, 38.8200, 141.6200, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,228.00,72.00, 112.00,355.00,28.00,  40.00,  ,      ,57.00,167.00,      ,24.00,301.00,      ,21.00, 41.00
  7070354,NIED     ,2003-08-25,21:12:00   , 36.4000, 141.0000, 38.0,        ,NIED     ,14,2.140, 3.5,  ,      ,      ,      ,      ,      ,      , 25.00,69.00,  87.00,214.00,21.00,  99.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7070524,JMA      ,2003-08-26,03:04:42.70, 38.9100, 141.6700, 65.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,193.00,77.00,  98.00,340.00,15.00,  58.00,  ,      ,57.00,113.00,      ,32.00,276.00,      , 8.00, 11.00
  7070581,NIED     ,2003-08-26,05:08:00   , 38.8000, 141.6000, 71.0,        ,NIED     ,14,4.290, 3.7,  ,      ,      ,      ,      ,      ,      ,204.00,45.00, 126.00,338.00,55.00,  60.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7070644,NIED     ,2003-08-26,07:18:00   , 36.5000, 140.9000, 65.0,        ,NIED     ,14,1.210, 3.3,  ,      ,      ,      ,      ,      ,      ,126.00,80.00, -42.00,225.00,49.00,-166.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7070936,NIED     ,2003-08-26,17:12:00   , 38.5000, 141.1000,  8.0,        ,NIED     ,14,3.930, 3.7,  ,      ,      ,      ,      ,      ,      ,174.00,50.00, 113.00,321.00,45.00,  65.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7070936,JMA      ,2003-08-26,17:12:26.20, 38.4800, 141.1400, 14.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,163.00,51.00, 103.00,323.00,41.00,  75.00,  ,      ,79.00,128.00,      , 5.00,244.00,      ,10.00,335.00
  7071210,NIED     ,2003-08-27,01:10:00   , 37.8000, 141.1000, 74.0,        ,NIED     ,14,7.590, 3.9,  ,      ,      ,      ,      ,      ,      ,110.00,27.00, -51.00,247.00,69.00,-108.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7071210,JMA      ,2003-08-27,01:10:23.90, 37.8200, 141.0800, 68.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 92.00,14.00, -61.00,242.00,77.00, -97.00,  ,      ,32.00,338.00,      ,57.00,143.00,      , 7.00,244.00
  7071496,NIED     ,2003-08-27,12:05:00   , 38.9000, 141.6000, 74.0,        ,NIED     ,14,5.650, 3.8,  ,      ,      ,      ,      ,      ,      ,172.00,69.00, 105.00,315.00,25.00,  56.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7071496,JMA      ,2003-08-27,12:05:43.90, 38.8500, 141.6100, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,173.00,67.00, 101.00,327.00,25.00,  65.00,  ,      ,66.00,103.00,      ,21.00,255.00,      ,10.00,349.00
  7072833,JMA      ,2003-08-29,08:16:23.20, 38.7900, 141.6100, 73.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,110.00,64.00, 173.00,203.00,83.00,  26.00,  ,      ,23.00, 70.00,      ,13.00,334.00,      ,63.00,217.00
  7117806,JMA      ,2003-09-03,02:32:11.90, 38.8800, 141.6800, 66.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 47.00,83.00,-141.00,311.00,51.00,  -9.00,  ,      ,21.00,173.00,      ,32.00,277.00,      ,50.00, 56.00
  7117806,NIED     ,2003-09-03,02:32:00   , 38.9000, 141.7000, 59.0,        ,NIED     ,14,4.160, 3.7,  ,      ,      ,      ,      ,      ,      , 38.00,45.00, 104.00,199.00,46.00,  76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7118869,JMA      ,2003-09-04,13:55:51.50, 38.5100, 141.2300, 11.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 42.00,66.00,  93.00,215.00,24.00,  83.00,  ,      ,69.00,318.00,      ,21.00,130.00,      , 3.00,221.00
  7119571,NIED     ,2003-09-05,10:54:00   , 38.5000, 141.2000,  5.0,        ,NIED     ,14,2.670, 3.6,  ,      ,      ,      ,      ,      ,      ,152.00,42.00,  94.00,326.00,48.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7119571,JMA      ,2003-09-05,10:54:54.90, 38.4800, 141.1900, 12.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,102.00,40.00,  31.00,347.00,71.00, 125.00,  ,      ,51.00,298.00,      ,18.00, 52.00,      ,33.00,154.00
  7121014,NIED     ,2003-09-07,09:03:00   , 39.0000, 141.6000, 41.0,        ,NIED     ,14,1.150, 3.3,  ,      ,      ,      ,      ,      ,      , 80.00, 8.00, 165.00,185.00,88.00,  82.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7122629,NIED     ,2003-09-09,00:01:00   , 35.9000, 140.9000, 47.0,        ,NIED     ,15,8.630, 4.6,  ,      ,      ,      ,      ,      ,      , 17.00,69.00,  82.00,219.00,23.00, 111.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7123568,NIED     ,2003-09-10,01:02:00   , 38.5000, 141.2000, 56.0,        ,NIED     ,14,3.640, 3.6,  ,      ,      ,      ,      ,      ,      , 26.00,59.00, 100.00,186.00,33.00,  73.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7123895,JMA      ,2003-09-10,11:57:17.90, 38.6200, 141.9000, 47.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 30.00,68.00,  92.00,205.00,22.00,  85.00,  ,      ,67.00,304.00,      ,23.00,119.00,      , 2.00,210.00
  7123895,NIED     ,2003-09-10,11:57:00   , 38.6000, 141.9000, 65.0,        ,NIED     ,14,3.230, 3.6,  ,      ,      ,      ,      ,      ,      , 21.00,76.00,  97.00,176.00,16.00,  65.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7125612,JMA      ,2003-09-12,22:10:38.40, 38.8500, 141.6000, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 56.00,21.00, 140.00,184.00,77.00,  74.00,  ,      ,55.00, 74.00,      ,30.00,287.00,      ,16.00,188.00
  7125857,JMA      ,2003-09-13,08:33:12.30, 38.8200, 141.6000, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 28.00,22.00, 114.00,182.00,70.00,  80.00,  ,      ,64.00, 76.00,      ,24.00,279.00,      , 9.00,185.00
  7126891,NIED     ,2003-09-14,22:06:00   , 36.9000, 141.6000,  8.0,        ,NIED     ,14,5.870, 3.8,  ,      ,      ,      ,      ,      ,      , 17.00,22.00,-144.00,253.00,77.00, -72.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7127856,NIED     ,2003-09-16,08:43:00   , 36.0000, 140.1000, 68.0,        ,NIED     ,14,5.580, 3.8,  ,      ,      ,      ,      ,      ,      ,  4.00,67.00,  84.00,200.00,23.00, 104.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7127856,JMA      ,2003-09-16,08:43:26.00, 36.0400, 140.1000, 62.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  5.00,60.00,  88.00,190.00,30.00,  94.00,  ,      ,75.00,269.00,      ,15.00, 97.00,      , 2.00,  6.00
  7129493,NIED     ,2003-09-18,11:17:00   , 38.5000, 141.2000,  8.0,        ,NIED     ,14,1.000, 3.3,  ,      ,      ,      ,      ,      ,      ,230.00,81.00, 121.00,334.00,32.00,  17.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7130625,ISC      ,2003-09-20,03:54:52.64, 35.1408, 140.1167, 58.1,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,222.03,43.45, 130.24,352.66,58.33,  58.54,  ,      ,62.20,210.35,      , 8.17,104.55,      ,26.37, 10.47
  7130625,NEIC     ,2003-09-20,03:54:50.78, 34.9980, 140.1720, 51.5,        ,NEIC     ,17,3.300, 5.6,17, 1.700, 1.280,-2.980,-1.560,-1.170, 0.490,229.00,58.00, 144.00,340.00,60.00,  37.00,17, 3.270,46.00,195.00,-3.280, 1.00,104.00, 0.010,44.00, 13.00
  7130625,JMA      ,2003-09-20,03:54:52.20, 35.2200, 140.3000, 70.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,223.00,43.00, 141.00,344.00,64.00,  54.00,  ,      ,55.00,207.00,      ,12.00, 99.00,      ,32.00,  1.00
  7130625,GCMT     ,2003-09-20,03:54:54.80, 35.2300, 140.2800, 63.2,TRUE    ,GCMT     ,17,3.373, 5.6,17, 1.970, 1.040,-3.000,-1.620,-0.952, 0.943,225.00,51.00, 143.00,340.00,63.00,  46.00,17, 3.463,51.00,199.00,-3.284, 7.00,100.00,-0.169,38.00,  4.00
  7130625,NIED     ,2003-09-20,03:55:00   , 35.1000, 140.3000, 56.0,        ,NIED     ,17,3.570, 5.6,  ,      ,      ,      ,      ,      ,      ,234.00,56.00, 141.00,349.00,58.00,  41.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7130720,NIED     ,2003-09-20,07:09:00   , 36.5000, 140.6000, 53.0,        ,NIED     ,14,3.950, 3.7,  ,      ,      ,      ,      ,      ,      , 33.00,68.00,  96.00,197.00,23.00,  75.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7130720,JMA      ,2003-09-20,07:09:13.10, 36.4500, 140.6000, 57.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 15.00,66.00,  79.00,220.00,26.00, 113.00,  ,      ,67.00,265.00,      ,21.00,113.00,      ,10.00, 19.00
  7131480,NIED     ,2003-09-21,10:17:00   , 35.2000, 140.3000, 77.0,        ,NIED     ,14,4.930, 3.7,  ,      ,      ,      ,      ,      ,      ,  9.00,73.00,  74.00,234.00,23.00, 133.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7131480,JMA      ,2003-09-21,10:17:48.10, 35.2200, 140.2900, 66.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  8.00,74.00,  48.00,261.00,45.00, 157.00,  ,      ,44.00,237.00,      ,18.00,128.00,      ,40.00, 22.00
  7133276,JMA      ,2003-09-24,00:29:40.10, 36.0900, 139.8200, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,247.00, 9.00, 157.00,359.00,86.00,  81.00,  ,      ,48.00,260.00,      ,41.00, 97.00,      , 8.00,360.00
  7133276,NIED     ,2003-09-24,00:29:00   , 36.2000, 139.8000, 56.0,        ,NIED     ,14,3.170, 3.6,  ,      ,      ,      ,      ,      ,      ,  4.00,89.00,  59.00,272.00,31.00, 177.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7133995,NIED     ,2003-09-25,04:24:00   , 36.4000, 141.0000, 41.0,        ,NIED     ,14,6.900, 3.8,  ,      ,      ,      ,      ,      ,      ,134.00,14.00,  -8.00,232.00,88.00,-104.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7134213,NIED     ,2003-09-25,13:42:00   , 36.9000, 141.4000, 26.0,        ,NIED     ,14,4.870, 3.7,  ,      ,      ,      ,      ,      ,      , 32.00,21.00,  92.00,209.00,69.00,  89.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7135891,JMA      ,2003-09-26,20:47:14.60, 38.8500, 141.6000, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  1.00,26.00, 123.00,146.00,68.00,  75.00,  ,      ,64.00, 31.00,      ,22.00,247.00,      ,14.00,151.00
  7138316,JMA      ,2003-09-28,20:51:25.10, 36.2500, 140.0800, 96.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 28.00,26.00,-123.00,243.00,68.00, -75.00,  ,      ,22.00,322.00,      ,64.00,178.00,      ,14.00, 58.00
  7138918,JMA      ,2003-09-29,11:36:53.20, 36.3100, 140.0200, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,194.00,35.00, 102.00,359.00,56.00,  82.00,  ,      ,77.00,242.00,      ,11.00, 95.00,      , 7.00,  4.00
  7139140,JMA      ,2003-09-29,16:18:26.90, 38.3800, 141.1700, 11.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 86.00,72.00, 146.00,188.00,58.00,  21.00,  ,      ,36.00, 43.00,      , 9.00,140.00,      ,52.00,242.00
  7139251,JMA      ,2003-09-29,19:28:00.00, 38.8100, 141.5900, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  5.00,24.00, 111.00,162.00,68.00,  81.00,  ,      ,66.00, 56.00,      ,22.00,259.00,      , 8.00,166.00
  7139637,NIED     ,2003-09-30,04:10:00   , 35.7000, 140.3000, 68.0,        ,NIED     ,15,2.130, 4.2,  ,      ,      ,      ,      ,      ,      , 33.00,74.00, 125.00,144.00,38.00,  26.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7139637,JMA      ,2003-09-30,04:10:00.50, 35.6900, 140.2300, 73.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,124.00,20.00,  -2.00,215.00,89.00,-110.00,  ,      ,41.00,324.00,      ,42.00,106.00,      ,20.00,215.00
  7147772,JMA      ,2003-10-02,04:03:52.90, 36.3000, 140.0200, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 69.00,54.00, 125.00,199.00,49.00,  52.00,  ,      ,62.00, 39.00,      , 3.00,135.00,      ,28.00,227.00
  7147772,NIED     ,2003-10-02,04:04:00   , 36.4000, 140.0000, 86.0,        ,NIED     ,14,6.860, 3.8,  ,      ,      ,      ,      ,      ,      , 79.00,64.00, 113.00,216.00,34.00,  52.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7147895,JMA      ,2003-10-02,07:29:39.20, 35.9900, 139.4800, 98.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,164.00,76.00, -90.00,344.00,14.00, -90.00,  ,      ,31.00,254.00,      ,59.00, 74.00,      , 0.00,164.00
  7148786,NIED     ,2003-10-03,07:34:00   , 38.2000, 142.1000, 50.0,        ,NIED     ,14,8.470, 3.9,  ,      ,      ,      ,      ,      ,      ,139.00,11.00,  53.00,356.00,81.00,  97.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7148921,NIED     ,2003-10-03,11:28:00   , 38.3000, 141.9000, 47.0,        ,NIED     ,15,3.310, 4.3,  ,      ,      ,      ,      ,      ,      , 45.00, 3.00, -83.00,218.00,87.00, -90.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7149358,NIED     ,2003-10-03,23:11:00   , 38.7000, 141.7000, 77.0,        ,NIED     ,15,4.330, 4.4,  ,      ,      ,      ,      ,      ,      , 53.00,29.00, 124.00,195.00,66.00,  72.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7149358,JMA      ,2003-10-03,23:11:28.80, 38.7100, 141.6900, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 52.00,26.00, 127.00,191.00,70.00,  74.00,  ,      ,62.00, 76.00,      ,23.00,294.00,      ,15.00,197.00
  7149478,NIED     ,2003-10-04,02:10:00   , 36.7000, 142.1000, 20.0,        ,NIED     ,15,1.700, 4.1,  ,      ,      ,      ,      ,      ,      , 19.00,73.00,  83.00,223.00,18.00, 113.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7151214,NIED     ,2003-10-05,23:57:00   , 35.2000, 140.3000, 56.0,        ,NIED     ,15,1.240, 4.0,  ,      ,      ,      ,      ,      ,      ,203.00,32.00, 157.00,313.00,78.00,  60.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7151214,JMA      ,2003-10-05,23:57:12.40, 35.2000, 140.2900, 66.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,134.00, 8.00,  80.00,324.00,82.00,  91.00,  ,      ,53.00,236.00,      ,37.00, 53.00,      , 1.00,144.00
  7151604,NIED     ,2003-10-06,11:57:00   , 38.3000, 140.3000,  5.0,        ,NIED     ,14,1.650, 3.4,  ,      ,      ,      ,      ,      ,      , 30.00,59.00, 130.00,151.00,49.00,  43.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7151604,JMA      ,2003-10-06,11:57:53.40, 38.2900, 140.2500,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 25.00,31.00, 129.00,162.00,66.00,  70.00,  ,      ,63.00, 39.00,      ,19.00,267.00,      ,19.00,170.00
  7157155,JMA      ,2003-10-13,17:54:59.60, 38.8600, 141.6100, 73.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 75.00,47.00, 170.00,172.00,83.00,  44.00,  ,      ,35.00, 44.00,      ,23.00,296.00,      ,46.00,180.00
  7158231,NIED     ,2003-10-15,05:57:00   , 35.6000, 141.0000, 35.0,        ,NIED     ,15,3.020, 4.3,  ,      ,      ,      ,      ,      ,      ,105.00,15.00, 107.00,268.00,76.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  7158282,ISC      ,2003-10-15,07:30:36.55, 35.5478, 140.0266, 75.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,182.66,43.20, 136.21,307.61,61.72,  55.87,  ,      ,58.26,168.65,      ,10.40, 61.40,      ,29.62,325.41
  7158282,ISC      ,2003-10-15,07:30:36.55, 35.5478, 140.0266, 75.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,109.19,12.89,  66.71,313.02,78.17,  95.17,  ,      ,56.53,229.65,      ,32.98, 38.66,      , 5.06,131.95
